x,f_x
-4.056112224448898,0.008658104978483872
-4.024048096192385,0.008940218255280918
-3.991983967935872,0.009231523832372654
-3.959919839679359,0.009532321229107004
-3.927855711422846,0.009842919724286758
-3.895791583166333,0.010163638674168914
-3.86372745490982,0.010494807840825644
-3.831663326653307,0.010836767731204462
-3.799599198396794,0.01118986994723626
-3.7675350701402808,0.011554477547351128
-3.7354709418837677,0.011930965419773754
-3.7034068136272547,0.012319720667982124
-3.6713426853707416,0.012721143008725946
-3.6392785571142285,0.013135645183013966
-3.6072144288577155,0.013563653380492802
-3.5751503006012024,0.01400560767765359
-3.5430861723446894,0.014461962490317067
-3.5110220440881763,0.014933187040862278
-3.478957915831664,0.01541976584067933
-3.446893787575151,0.015922199188342315
-3.414829659318638,0.016441003684014428
-3.382765531062125,0.016976712760614444
-3.350701402805612,0.017529877232290537
-3.318637274549099,0.01810106586076538
-3.286573146292586,0.01869086594013493
-3.2545090180360727,0.019299883900722088
-3.2224448897795597,0.019928745932606195
-3.1903807615230466,0.02057809862946941
-3.1583166332665336,0.02124860965342202
-3.1262525050100205,0.02194096842149022
-3.0941883767535074,0.02265588681447222
-3.0621242484969944,0.02339409990889152
-3.0300601202404813,0.024156366732799976
-2.9979959919839683,0.02494347104620768
-2.965931863727455,0.025756222146942207
-2.933867735470942,0.02659545570276575
-2.901803607214429,0.02746203461060567
-2.869739478957916,0.028356849883782054
-2.837675350701403,0.029280821568144395
-2.80561122244489,0.03023489968805942
-2.773547094188377,0.03122006522322276
-2.741482965931864,0.03223733111729872
-2.7094188376753507,0.03328774331942532
-2.6773547094188377,0.03437238185965546
-2.6452905811623255,0.035492361959439896
-2.6132264529058125,0.03664883517829405
-2.5811623246492994,0.03784299059782719
-2.5490981963927863,0.03907605604435199
-2.5170340681362733,0.040349299351331115
-2.4849699398797602,0.041664029662958985
-2.452905811623247,0.04302159878021921
-2.420841683366734,0.04442340255080144
-2.388777555110221,0.04587088230430697
-2.356713426853708,0.04736552633421867
-2.324649298597195,0.04890887142815897
-2.292585170340682,0.05050250444800941
-2.260521042084169,0.052148063961516285
-2.2284569138276558,0.053847241927060134
-2.1963927855711427,0.05560178543332129
-2.1643286573146296,0.05741349849563014
-2.1322645290581166,0.05928424391084926
-2.1002004008016035,0.0612159451726944
-2.0681362725450905,0.06321058844946387
-2.0360721442885774,0.06527022462620961
-2.0040080160320644,0.06739697141344984
-1.9719438877755513,0.06959301552459143
-1.9398797595190382,0.07186061492430075
-1.9078156312625252,0.0742021011501348
-1.8757515030060121,0.07661988170981981
-1.8436873747495,0.07911644255664196
-1.811623246492987,0.08169435064549584
-1.7795591182364738,0.08435625657221786
-1.7474949899799608,0.08710489729891971
-1.7154308617234477,0.08994309896812279
-1.6833667334669347,0.09287377980858788
-1.6513026052104216,0.09589995313582746
-1.6192384769539085,0.09902473045038586
-1.5871743486973955,0.10225132463707294
-1.5551102204408824,0.10558305326844078
-1.5230460921843694,0.1090233420158998
-1.4909819639278563,0.11257572817198178
-1.4589178356713433,0.11624386428737139
-1.4268537074148302,0.12003152192644567
-1.3947895791583171,0.12394259554518294
-1.362725450901804,0.1279811064954285
-1.330661322645291,0.13215120715963405
-1.298597194388778,0.13645718522032257
-1.266533066132265,0.14090346806866796
-1.2344689378757518,0.14549462735672278
-1.2024048096192388,0.15023538369797448
-1.1703406813627257,0.1551306115210632
-1.1382765531062127,0.1601853440816518
-1.1062124248496996,0.16540477863760128
-1.0741482965931866,0.17079428179277267
-1.0420841683366735,0.17635939501494968
-1.0100200400801613,0.182105840333556
-0.9779559118236483,0.18803952622302594
-0.9458917835671352,0.1941665536778757
-0.9138276553106222,0.20049322248572457
-0.8817635270541091,0.20702603770471392
-0.849699398797596,0.2137717163519845
-0.817635270541083,0.22073719431008934
-0.7855711422845699,0.22792963345844328
-0.7535070140280569,0.23535642903714174
-0.7214428857715438,0.2430252172507199
-0.6893787575150307,0.25094388311967086
-0.6573146292585177,0.25912056858779536
-0.6252505010020046,0.26756368089371907
-0.5931863727454916,0.27628190121518537
-0.5611222444889785,0.2852841935950108
-0.5290581162324655,0.29457981415788187
-0.4969939879759524,0.30417832062746936
-0.46492985971943934,0.3140895821536451
-0.4328657314629263,0.32432378945990675
-0.4008016032064132,0.3348914653214428
-0.36873747494990017,0.34580347538461265
-0.3366733466933871,0.35707103933896456
-0.30460921843687405,0.3687057424532807
-0.272545090180361,0.3807195474875086
-0.24048096192384794,0.39312480699282787
-0.20841683366733488,0.40593427601249943
-0.1763527054108227,0.4191611251965542
-0.14428857715430965,0.4328189543438099
-0.11222444889779659,0.44692180638513324
-0.08016032064128353,0.46148418182233236
-0.048096192384770475,0.4765210536375203
-0.016032064128257417,0.49204788268828126
0.01603206412825564,0.49204788268828215
0.0480961923847687,0.4765210536375211
0.08016032064128176,0.4614841818223332
0.11222444889779482,0.44692180638513407
0.14428857715430787,0.4328189543438106
0.17635270541082093,0.4191611251965549
0.208416833667334,0.4059342760124998
0.24048096192384705,0.39312480699282826
0.2725450901803601,0.3807195474875089
0.30460921843687316,0.368705742453281
0.3366733466933862,0.3570710393389649
0.3687374749498993,0.345803475384613
0.40080160320641234,0.33489146532144315
0.4328657314629254,0.32432378945990703
0.46492985971943845,0.31408958215364535
0.4969939879759515,0.30417832062746963
0.5290581162324646,0.29457981415788215
0.5611222444889776,0.285284193595011
0.5931863727454907,0.2762819012151856
0.6252505010020037,0.26756368089371935
0.6573146292585168,0.2591205685877956
0.6893787575150299,0.2509438831196711
0.7214428857715429,0.24302521725072013
0.753507014028056,0.23535642903714193
0.785571142284569,0.22792963345844347
0.8176352705410821,0.22073719431008954
0.8496993987975952,0.2137717163519847
0.8817635270541082,0.20702603770471412
0.9138276553106213,0.20049322248572474
0.9458917835671343,0.19416655367787586
0.9779559118236474,0.1880395262230261
1.0100200400801604,0.18210584033355615
1.0420841683366717,0.17635939501495
1.0741482965931848,0.17079428179277298
1.1062124248496978,0.16540477863760158
1.138276553106211,0.16018534408165208
1.170340681362724,0.15513061152106347
1.202404809619237,0.15023538369797473
1.23446893787575,0.14549462735672306
1.2665330661322631,0.14090346806866821
1.2985971943887762,0.13645718522032282
1.3306613226452892,0.1321512071596343
1.3627254509018023,0.1279811064954287
1.3947895791583154,0.12394259554518317
1.4268537074148284,0.1200315219264459
1.4589178356713415,0.1162438642873716
1.4909819639278545,0.11257572817198198
1.5230460921843676,0.1090233420159
1.5551102204408807,0.10558305326844097
1.5871743486973937,0.10225132463707312
1.6192384769539068,0.09902473045038603
1.6513026052104198,0.09589995313582764
1.6833667334669329,0.09287377980858805
1.715430861723446,0.08994309896812296
1.747494989979959,0.08710489729891986
1.779559118236472,0.08435625657221801
1.8116232464929851,0.08169435064549599
1.8436873747494982,0.0791164425566421
1.8757515030060112,0.07661988170981988
1.9078156312625243,0.07420210115013487
1.9398797595190373,0.0718606149243008
1.9719438877755504,0.0695930155245915
2.0040080160320635,0.06739697141344991
2.0360721442885765,0.06527022462620967
2.0681362725450896,0.06321058844946394
2.1002004008016026,0.06121594517269446
2.1322645290581157,0.05928424391084931
2.1643286573146288,0.05741349849563019
2.196392785571142,0.05560178543332134
2.228456913827655,0.05384724192706018
2.260521042084168,0.05214806396151633
2.292585170340681,0.05050250444800946
2.324649298597194,0.04890887142815902
2.356713426853707,0.04736552633421871
2.38877755511022,0.04587088230430701
2.420841683366733,0.044423402550801475
2.4529058116232463,0.04302159878021925
2.4849699398797593,0.041664029662959026
2.5170340681362724,0.04034929935133115
2.5490981963927855,0.03907605604435203
2.5811623246492985,0.037842990597827225
2.6132264529058116,0.03664883517829408
2.6452905811623246,0.03549236195943992
2.677354709418836,0.03437238185965552
2.709418837675349,0.03328774331942538
2.741482965931862,0.032237331117298776
2.773547094188375,0.031220065223222817
2.805611222444888,0.030234899688059477
2.837675350701401,0.029280821568144447
2.8697394789579143,0.028356849883782106
2.9018036072144273,0.02746203461060572
2.9338677354709404,0.026595455702765797
2.9659318637274534,0.025756222146942256
2.9979959919839665,0.02494347104620772
3.0300601202404795,0.024156366732800017
3.0621242484969926,0.02339409990889156
3.0941883767535057,0.022655886814472257
3.1262525050100187,0.021940968421490258
3.158316633266532,0.021248609653422058
3.190380761523045,0.020578098629469445
3.222444889779558,0.01992874593260623
3.254509018036071,0.019299883900722122
3.286573146292584,0.01869086594013496
3.318637274549097,0.018101065860765413
3.35070140280561,0.017529877232290568
3.382765531062123,0.016976712760614476
3.4148296593186362,0.016441003684014455
3.4468937875751493,0.015922199188342343
3.4789579158316624,0.015419765840679358
3.5110220440881754,0.014933187040862292
3.5430861723446885,0.014461962490317079
3.5751503006012015,0.014005607677653601
3.6072144288577146,0.013563653380492815
3.6392785571142277,0.013135645183013979
3.6713426853707407,0.012721143008725956
3.7034068136272538,0.012319720667982134
3.735470941883767,0.011930965419773764
3.76753507014028,0.011554477547351139
3.799599198396793,0.011189869947236268
3.831663326653306,0.010836767731204473
3.863727454909819,0.010494807840825652
3.895791583166332,0.010163638674168923
3.927855711422845,0.009842919724286766
3.9599198396793582,0.009532321229107013
3.9919839679358713,0.00923152383237266
4.024048096192384,0.008940218255280926
4.056112224448897,0.008658104978483879
4.0881763527054105,0.008384893934123738
4.1202404809619235,0.008120304207586127
4.152304609218437,0.007864063748664694
4.18436873747495,0.007615909091840048
4.216432865731463,0.007375585085385477
4.248496993987976,0.007142844629020842
4.280561122244489,0.006917448419844969
4.312625250501,0.006699164706285273
4.344689378757513,0.006487769049811574
4.376753507014026,0.006283044094169281
4.408817635270539,0.006084779341894424
4.440881763527052,0.005892770937880928
4.472945891783565,0.005706821459777526
4.5050100200400784,0.005526739714998808
4.5370741482965915,0.005352340544141686
4.569138276553105,0.005183444630605172
4.601202404809618,0.005019878316217679
4.633266533066131,0.004861473422682325
4.665330661322644,0.004708067078656603
4.697394789579157,0.004559501552288659
4.72945891783567,0.004415624089037964
4.761523046092183,0.004276286754613646
4.793587174348696,0.0041413462828689815
4.825651302605209,0.0040106639284956625
4.857715430861722,0.003884105324366364
4.889779559118235,0.003761540343378949
4.921843687374748,0.0036428429646602483
4.953907815631261,0.0035278911439918523
4.985971943887774,0.003416566688324685
5.018036072144287,0.0033087551342533324
5.0501002004008,0.003204345630325184
5.0821643286573135,0.003103230823063364
5.1142284569138265,0.0030053067465862747
5.14629258517034,0.0029104727157102483
5.178356713426853,0.002818631222425405
5.210420841683366,0.002729687835638266
5.242484969939879,0.0026435511040780414
5.274549098196392,0.002560132462266766
5.306613226452905,0.002479346139456588
5.338677354709418,0.0024011090714405985
5.370741482965931,0.0023253408151465093
5.402805611222444,0.0022519634659253765
5.434869739478957,0.002180901577450319
5.46693386773547,0.0021120820841428797
5.498997995991983,0.002045434226047254
5.531062124248496,0.001980889476075164
5.563126252505009,0.0019183814695465484
5.595190380761522,0.0018578459359536378
5.6272545090180355,0.0017992206328782505
5.6593186372745485,0.0017424452819943597
5.691382765531062,0.0016874615070901378
5.723446893787575,0.0016342127740457428
5.755511022044088,0.0015826443327051404
5.787575150300601,0.0015327031605821906
5.819639278557114,0.0014843379083431172
5.851703406813627,0.0014374988470093073
5.88376753507014,0.0013921378168261543
5.915831663326653,0.001348208177745372
5.947895791583166,0.001305664761469863
5.979959919839677,0.0012644638250118411
6.01202404809619,0.0012245630057164392
6.0440881763527035,0.0011859212777045932
6.0761523046092165,0.0011484989096903718
6.10821643286573,0.0011122574241294128
6.140280561122243,0.0010771595576564504
6.172344689378756,0.001043169222771257
6.204408817635269,0.0010102514707336049
6.236472945891782,0.0009783724556290975
6.268537074148295,0.0009474993995689215
6.300601202404808,0.000917600558987739
6.332665330661321,0.0008886451920050681
6.364729458917834,0.0008606035268165919
6.396793587174347,0.000833446731082896
6.42885771543086,0.0008071468822841606
6.460921843687373,0.0007816769390103261
6.492985971943886,0.0007570107131572126
6.525050100200399,0.0007331228430000047
6.557114228456912,0.0007099887671164177
6.589178356713425,0.0006875846991327314
6.6212424849699385,0.0006658876032667254
6.653306613226452,0.0006448751706423717
6.685370741482965,0.0006245257963519275
6.717434869739478,0.0006048185572418471
6.749498997995991,0.0005857331903996706
6.781563126252504,0.0005672500723197701
6.813627254509017,0.0005493501987265315
6.84569138276553,0.0005320151650342271
6.877755511022043,0.0005152271474234858
6.909819639278556,0.0004989688845149068
6.941883767535069,0.0004832236596209711
6.973947895791582,0.00046797528355800334
7.006012024048095,0.0004532080780005114
7.038076152304608,0.0004389068593607884
7.070140280561121,0.00042505692317720226
7.102204408817634,0.00041164402899512137
7.134268537074147,0.00039865438572493
7.1663326653306605,0.00038607463746207957
7.1983967935871735,0.00037389184975459574
7.230460921843687,0.0003620934963039211
7.2625250501002,0.0003506674460854202
7.294589178356713,0.00033960195087530344
7.326653306613226,0.0003288856331711457
7.358717434869739,0.000318507474493579
7.390781563126252,0.0003084568040571321
7.422845691382765,0.0002987232877985665
7.454909819639278,0.0002892969177514302
7.486973947895791,0.0002801680017559027
7.519038076152304,0.0002713271534933504
7.551102204408817,0.00026276528283534833
7.58316633266533,0.0002544735864972421
7.6152304609218415,0.0002464435389866432
7.647294589178355,0.00023866688383754607
7.679358717434868,0.0002311356251210625
7.711422845691381,0.00022384201922403423
7.743486973947894,0.00021677856688707834
7.775551102204407,0.00020993800549387555
7.80761523046092,0.00020331330160377431
7.839679358717433,0.00019689764372003235
7.871743486973946,0.00019068443528626015
7.903807615230459,0.00018466728790386542
7.935871743486972,0.0001788400147635246
7.967935871743485,0.00017319662428392778
8.0,0.00016773131395125593
